lang,problem,model,experiment,pass@1,pass@10,pass@100
scala,HumanEval_155_even_odd_count,davinci,keep,0.06,NA,NA
java,HumanEval_113_odd_count,incoder,reworded,0.00,0.00,0.00
js,HumanEval_111_histogram,incoder,keep,0.00,NA,NA
rs,HumanEval_151_double_the_difference,incoder,keep,0.00,NA,NA
rkt,HumanEval_154_cycpattern_check,incoder,reworded,0.00,0.00,0.00
cpp,HumanEval_42_incr_list,incoder,reworded,0.91,0.98,1.00
sh,HumanEval_63_fibfib,davinci,keep,0.98,NA,NA
pl,HumanEval_39_prime_fib,incoder,keep,0.00,NA,NA
js,HumanEval_132_is_nested,incoder,keep,0.00,NA,NA
swift,HumanEval_112_reverse_delete,incoder,keep,0.00,NA,NA
cs,HumanEval_43_pairs_sum_to_zero,incoder,transform,0.01,NA,NA
swift,HumanEval_81_numerical_letter_grade,davinci,reworded,0.11,0.91,1.00
lua,HumanEval_37_sort_even,davinci,transform,0.00,NA,NA
r,HumanEval_0_has_close_elements,davinci,transform,0.80,NA,NA
r,HumanEval_58_common,incoder,keep,0.01,NA,NA
rb,HumanEval_78_hex_key,davinci,transform,0.83,NA,NA
jl,HumanEval_24_largest_divisor,incoder,remove,0.00,NA,NA
js,HumanEval_57_monotonic,davinci,transform,0.92,NA,NA
py,HumanEval_59_largest_prime_factor,incoder,keep,0.69,NA,NA
rs,HumanEval_21_rescale_to_unit,davinci,transform,0.16,NA,NA
ts,HumanEval_30_get_positive,incoder,remove,0.00,NA,NA
cs,HumanEval_66_digitSum,davinci,remove,0.96,NA,NA
pl,HumanEval_139_special_factorial,davinci,remove,0.00,NA,NA
rs,HumanEval_154_cycpattern_check,davinci,transform,0.49,NA,NA
sh,HumanEval_64_vowels_count,davinci,reworded,0.00,0.31,0.99
cpp,HumanEval_3_below_zero,davinci,reworded,1.00,1.00,1.00
scala,HumanEval_123_get_odd_collatz,davinci,remove,0.15,NA,NA
rb,HumanEval_7_filter_by_substring,incoder,reworded,1.00,1.00,1.00
r,HumanEval_147_get_max_triples,incoder,keep,0.00,NA,NA
php,HumanEval_42_incr_list,incoder,keep,0.43,NA,NA
js,HumanEval_142_sum_squares,davinci,keep,0.72,NA,NA
py,HumanEval_142_sum_squares,incoder,transform,0.34,NA,NA
java,HumanEval_109_move_one_ball,incoder,transform,0.00,NA,NA
d,HumanEval_144_simplify,incoder,remove,0.00,NA,NA
py,HumanEval_72_will_it_fly,davinci,reworded,1.00,1.00,1.00
jl,HumanEval_109_move_one_ball,incoder,transform,0.00,NA,NA
cs,HumanEval_4_mean_absolute_deviation,davinci,transform,1.00,NA,NA
go,HumanEval_76_is_simple_power,davinci,transform,0.38,NA,NA
r,HumanEval_162_string_to_md5,davinci,reworded,0.00,0.00,0.00
rs,HumanEval_106_f,davinci,reworded,0.00,0.91,1.00
php,HumanEval_103_rounded_avg,incoder,reworded,0.00,0.00,0.00
cpp,HumanEval_126_is_sorted,incoder,reworded,0.00,0.00,0.00
cs,HumanEval_17_parse_music,incoder,reworded,0.00,0.00,0.00
scala,HumanEval_124_valid_date,davinci,keep,0.80,NA,NA
scala,HumanEval_114_minSubArraySum,incoder,keep,0.00,NA,NA
r,HumanEval_64_vowels_count,incoder,transform,0.00,NA,NA
scala,HumanEval_72_will_it_fly,incoder,reworded,0.00,0.00,0.00
rkt,HumanEval_93_encode,incoder,transform,0.00,NA,NA
sh,HumanEval_87_get_row,incoder,remove,0.00,NA,NA
lua,HumanEval_57_monotonic,davinci,remove,0.70,NA,NA
rb,HumanEval_138_is_equal_to_sum_even,davinci,reworded,0.04,0.71,1.00
java,HumanEval_145_order_by_points,davinci,transform,0.00,NA,NA
rb,HumanEval_84_solve,davinci,remove,0.00,NA,NA
scala,HumanEval_9_rolling_max,incoder,transform,0.00,NA,NA
scala,HumanEval_89_encrypt,incoder,remove,0.00,NA,NA
js,HumanEval_102_choose_num,davinci,reworded,0.12,0.99,1.00
scala,HumanEval_48_is_palindrome,davinci,transform,1.00,NA,NA
rb,HumanEval_147_get_max_triples,davinci,reworded,0.95,0.99,1.00
r,HumanEval_123_get_odd_collatz,incoder,reworded,0.00,0.00,0.00
rb,HumanEval_111_histogram,incoder,reworded,0.00,0.00,0.00
cpp,HumanEval_55_fib,davinci,keep,1.00,NA,NA
cs,HumanEval_55_fib,davinci,transform,1.00,NA,NA
lua,HumanEval_54_same_chars,davinci,transform,0.25,NA,NA
swift,HumanEval_15_string_sequence,davinci,reworded,0.12,1.00,1.00
jl,HumanEval_144_simplify,davinci,reworded,0.45,0.80,1.00
pl,HumanEval_144_simplify,davinci,keep,0.46,NA,NA
rs,HumanEval_2_truncate_number,incoder,reworded,0.01,0.27,0.99
php,HumanEval_160_do_algebra,davinci,keep,0.00,NA,NA
cs,HumanEval_79_decimal_to_binary,davinci,reworded,0.40,1.00,1.00
java,HumanEval_120_maximum,davinci,keep,0.01,NA,NA
rkt,HumanEval_156_int_to_mini_roman,davinci,keep,0.02,NA,NA
rs,HumanEval_21_rescale_to_unit,incoder,reworded,0.00,0.05,0.50
swift,HumanEval_51_remove_vowels,davinci,reworded,0.38,1.00,1.00
d,HumanEval_37_sort_even,davinci,transform,0.00,NA,NA
rkt,HumanEval_82_prime_length,davinci,transform,0.01,NA,NA
pl,HumanEval_147_get_max_triples,incoder,keep,0.00,NA,NA
cpp,HumanEval_98_count_upper,incoder,remove,0.17,NA,NA
rb,HumanEval_77_iscube,davinci,reworded,0.52,0.98,1.00
js,HumanEval_34_unique,incoder,reworded,0.00,0.23,0.97
go,HumanEval_7_filter_by_substring,incoder,remove,0.00,NA,NA
ts,HumanEval_58_common,incoder,reworded,0.01,0.05,0.50
php,HumanEval_137_compare_one,incoder,reworded,0.05,0.05,0.50
pl,HumanEval_100_make_a_pile,davinci,reworded,0.00,0.14,0.88
rkt,HumanEval_80_is_happy,incoder,reworded,0.00,0.00,0.00
scala,HumanEval_111_histogram,incoder,transform,0.00,NA,NA
cs,HumanEval_97_multiply,incoder,reworded,0.00,0.00,0.00
cpp,HumanEval_133_sum_squares,incoder,keep,0.02,NA,NA
swift,HumanEval_49_modp,davinci,keep,0.05,NA,NA
ts,HumanEval_64_vowels_count,davinci,remove,0.00,NA,NA
swift,HumanEval_128_prod_signs,incoder,keep,0.00,NA,NA
php,HumanEval_155_even_odd_count,incoder,keep,0.00,NA,NA
cpp,HumanEval_120_maximum,davinci,remove,0.01,NA,NA
java,HumanEval_154_cycpattern_check,incoder,keep,0.00,NA,NA
rs,HumanEval_15_string_sequence,incoder,reworded,0.00,0.00,0.00
scala,HumanEval_37_sort_even,davinci,keep,0.04,NA,NA
java,HumanEval_146_specialFilter,incoder,reworded,0.00,0.00,0.00
r,HumanEval_103_rounded_avg,davinci,transform,0.00,NA,NA
sh,HumanEval_61_correct_bracketing,davinci,remove,0.00,NA,NA
js,HumanEval_6_parse_nested_parens,davinci,transform,0.83,NA,NA
scala,HumanEval_113_odd_count,davinci,remove,0.00,NA,NA
rkt,HumanEval_146_specialFilter,davinci,remove,0.00,NA,NA
pl,HumanEval_72_will_it_fly,davinci,keep,0.30,NA,NA
d,HumanEval_72_will_it_fly,davinci,transform,0.03,NA,NA
scala,HumanEval_89_encrypt,incoder,keep,0.00,NA,NA
go,HumanEval_33_sort_third,davinci,reworded,0.03,0.27,0.99
rkt,HumanEval_140_fix_spaces,davinci,remove,0.00,NA,NA
ts,HumanEval_2_truncate_number,davinci,keep,1.00,NA,NA
php,HumanEval_49_modp,davinci,reworded,0.02,0.94,1.00
rs,HumanEval_71_triangle_area,incoder,remove,0.00,NA,NA
jl,HumanEval_107_even_odd_palindrome,incoder,remove,0.00,NA,NA
d,HumanEval_16_count_distinct_characters,davinci,transform,0.00,NA,NA
pl,HumanEval_14_all_prefixes,incoder,remove,0.00,NA,NA
swift,HumanEval_98_count_upper,incoder,keep,0.00,NA,NA
ts,HumanEval_35_max_element,davinci,transform,1.00,NA,NA
cpp,HumanEval_149_sorted_list_sum,incoder,remove,0.00,NA,NA
java,HumanEval_55_fib,davinci,remove,0.99,NA,NA
pl,HumanEval_144_simplify,davinci,remove,0.32,NA,NA
rkt,HumanEval_108_count_nums,davinci,remove,0.00,NA,NA
swift,HumanEval_160_do_algebra,incoder,transform,0.00,NA,NA
java,HumanEval_23_strlen,incoder,transform,1.00,NA,NA
lua,HumanEval_21_rescale_to_unit,incoder,transform,0.00,NA,NA
cs,HumanEval_54_same_chars,davinci,reworded,0.00,0.05,0.50
pl,HumanEval_121_solution,incoder,remove,0.00,NA,NA
js,HumanEval_41_car_race_collision,incoder,transform,0.00,NA,NA
jl,HumanEval_16_count_distinct_characters,incoder,transform,0.00,NA,NA
rb,HumanEval_144_simplify,davinci,keep,0.00,NA,NA
scala,HumanEval_48_is_palindrome,davinci,remove,1.00,NA,NA
scala,HumanEval_106_f,incoder,keep,0.00,NA,NA
cs,HumanEval_28_concatenate,incoder,keep,1.00,NA,NA
java,HumanEval_117_select_words,davinci,transform,0.00,NA,NA
cpp,HumanEval_125_split_words,davinci,reworded,0.00,0.70,1.00
scala,HumanEval_69_search,incoder,transform,0.00,NA,NA
ts,HumanEval_18_how_many_times,davinci,remove,0.87,NA,NA
d,HumanEval_3_below_zero,incoder,reworded,0.04,0.31,0.99
py,HumanEval_89_encrypt,davinci,keep,0.03,NA,NA
java,HumanEval_131_digits,davinci,remove,0.00,NA,NA
sh,HumanEval_65_circular_shift,davinci,remove,0.01,NA,NA
rb,HumanEval_138_is_equal_to_sum_even,incoder,remove,0.00,NA,NA
pl,HumanEval_159_eat,davinci,reworded,0.20,0.99,1.00
rkt,HumanEval_99_closest_integer,davinci,keep,0.00,NA,NA
js,HumanEval_151_double_the_difference,incoder,remove,0.20,NA,NA
java,HumanEval_79_decimal_to_binary,incoder,transform,0.00,NA,NA
cpp,HumanEval_26_remove_duplicates,davinci,transform,0.02,NA,NA
java,HumanEval_5_intersperse,incoder,remove,0.22,NA,NA
cs,HumanEval_99_closest_integer,davinci,remove,0.01,NA,NA
go,HumanEval_60_sum_to_n,incoder,remove,1.00,NA,NA
scala,HumanEval_115_max_fill,davinci,remove,0.10,NA,NA
py,HumanEval_34_unique,incoder,transform,0.07,NA,NA
lua,HumanEval_78_hex_key,davinci,keep,0.22,NA,NA
d,HumanEval_64_vowels_count,davinci,transform,0.00,NA,NA
py,HumanEval_23_strlen,davinci,transform,1.00,NA,NA
sh,HumanEval_140_fix_spaces,davinci,transform,0.00,NA,NA
go,HumanEval_46_fib4,incoder,reworded,0.32,0.80,1.00
go,HumanEval_130_tri,davinci,reworded,0.00,0.00,0.00
swift,HumanEval_138_is_equal_to_sum_even,davinci,reworded,0.06,0.47,1.00
ts,HumanEval_12_longest,davinci,transform,1.00,NA,NA
ts,HumanEval_98_count_upper,davinci,reworded,0.02,0.99,1.00
rs,HumanEval_158_find_max,incoder,keep,0.00,NA,NA
pl,HumanEval_53_add,davinci,reworded,1.00,1.00,1.00
java,HumanEval_22_filter_integers,davinci,keep,0.00,NA,NA
scala,HumanEval_130_tri,incoder,keep,0.00,NA,NA
swift,HumanEval_36_fizz_buzz,incoder,reworded,0.00,0.00,0.00
rb,HumanEval_112_reverse_delete,davinci,transform,0.99,NA,NA
ts,HumanEval_80_is_happy,davinci,reworded,0.96,1.00,1.00
rkt,HumanEval_121_solution,davinci,keep,0.03,NA,NA
cs,HumanEval_95_check_dict_case,davinci,remove,0.02,NA,NA
d,HumanEval_97_multiply,davinci,keep,0.03,NA,NA
rs,HumanEval_47_median,davinci,remove,0.99,NA,NA
go,HumanEval_42_incr_list,davinci,remove,1.00,NA,NA
scala,HumanEval_143_words_in_sentence,incoder,keep,0.00,NA,NA
pl,HumanEval_159_eat,incoder,remove,0.03,NA,NA
php,HumanEval_153_Strongest_Extension,incoder,remove,0.00,NA,NA
scala,HumanEval_88_sort_array,incoder,remove,0.00,NA,NA
lua,HumanEval_3_below_zero,davinci,reworded,0.99,1.00,1.00
rkt,HumanEval_133_sum_squares,davinci,remove,0.00,NA,NA
cpp,HumanEval_56_correct_bracketing,davinci,keep,1.00,NA,NA
swift,HumanEval_70_strange_sort_list,davinci,reworded,0.76,0.97,1.00
sh,HumanEval_68_pluck,incoder,transform,0.00,NA,NA
py,HumanEval_5_intersperse,incoder,keep,0.00,NA,NA
sh,HumanEval_115_max_fill,davinci,transform,0.00,NA,NA
js,HumanEval_59_largest_prime_factor,davinci,remove,0.99,NA,NA
swift,HumanEval_42_incr_list,davinci,transform,0.97,NA,NA
jl,HumanEval_146_specialFilter,davinci,keep,0.05,NA,NA
r,HumanEval_60_sum_to_n,incoder,reworded,0.03,0.57,1.00
go,HumanEval_158_find_max,incoder,reworded,0.00,0.00,0.00
d,HumanEval_118_get_closest_vowel,davinci,reworded,0.00,0.00,0.00
rkt,HumanEval_126_is_sorted,incoder,remove,0.00,NA,NA
lua,HumanEval_135_can_arrange,davinci,keep,0.03,NA,NA
ts,HumanEval_127_intersection,incoder,keep,0.00,NA,NA
rkt,HumanEval_143_words_in_sentence,incoder,transform,0.00,NA,NA
sh,HumanEval_45_triangle_area,davinci,remove,0.00,NA,NA
rkt,HumanEval_87_get_row,incoder,transform,0.00,NA,NA
java,HumanEval_37_sort_even,davinci,keep,0.06,NA,NA
swift,HumanEval_102_choose_num,incoder,keep,0.00,NA,NA
go,HumanEval_108_count_nums,davinci,reworded,0.00,0.00,0.00
ts,HumanEval_76_is_simple_power,incoder,remove,0.00,NA,NA
r,HumanEval_52_below_threshold,incoder,remove,0.37,NA,NA
scala,HumanEval_136_largest_smallest_integers,davinci,keep,0.00,NA,NA
jl,HumanEval_72_will_it_fly,incoder,keep,0.00,NA,NA
swift,HumanEval_107_even_odd_palindrome,davinci,remove,0.00,NA,NA
rkt,HumanEval_122_add_elements,incoder,remove,0.00,NA,NA
swift,HumanEval_12_longest,davinci,reworded,0.90,1.00,1.00
rb,HumanEval_62_derivative,davinci,reworded,0.98,1.00,1.00
sh,HumanEval_8_sum_product,incoder,transform,0.17,NA,NA
rs,HumanEval_102_choose_num,davinci,remove,0.38,NA,NA
jl,HumanEval_111_histogram,davinci,transform,0.02,NA,NA
rb,HumanEval_151_double_the_difference,incoder,transform,0.00,NA,NA
java,HumanEval_161_solve,davinci,remove,0.29,NA,NA
py,HumanEval_111_histogram,incoder,reworded,0.00,0.00,0.00
cpp,HumanEval_65_circular_shift,incoder,reworded,0.00,0.00,0.00
js,HumanEval_45_triangle_area,incoder,remove,0.55,NA,NA
sh,HumanEval_11_string_xor,incoder,reworded,0.00,0.00,0.00
swift,HumanEval_133_sum_squares,incoder,keep,0.00,NA,NA
scala,HumanEval_107_even_odd_palindrome,incoder,remove,0.00,NA,NA
swift,HumanEval_55_fib,davinci,remove,0.27,NA,NA
py,HumanEval_141_file_name_check,incoder,keep,0.00,NA,NA
rs,HumanEval_135_can_arrange,davinci,reworded,0.05,0.41,1.00
ts,HumanEval_161_solve,davinci,transform,0.17,NA,NA
go,HumanEval_87_get_row,incoder,remove,0.00,NA,NA
go,HumanEval_39_prime_fib,incoder,transform,0.00,NA,NA
swift,HumanEval_81_numerical_letter_grade,incoder,keep,0.00,NA,NA
rkt,HumanEval_44_change_base,davinci,keep,0.36,NA,NA
ts,HumanEval_98_count_upper,incoder,remove,0.26,NA,NA
ts,HumanEval_92_any_int,incoder,keep,0.00,NA,NA
ts,HumanEval_93_encode,incoder,transform,0.00,NA,NA
cs,HumanEval_146_specialFilter,davinci,remove,0.42,NA,NA
rkt,HumanEval_14_all_prefixes,davinci,keep,0.11,NA,NA
py,HumanEval_88_sort_array,davinci,transform,0.97,NA,NA
rb,HumanEval_93_encode,incoder,transform,0.00,NA,NA
cs,HumanEval_114_minSubArraySum,davinci,keep,0.93,NA,NA
jl,HumanEval_39_prime_fib,davinci,keep,0.01,NA,NA
rkt,HumanEval_131_digits,davinci,reworded,0.00,0.19,0.94
d,HumanEval_63_fibfib,davinci,keep,0.78,NA,NA
py,HumanEval_51_remove_vowels,davinci,transform,0.85,NA,NA
jl,HumanEval_131_digits,incoder,transform,0.00,NA,NA
scala,HumanEval_149_sorted_list_sum,davinci,transform,0.10,NA,NA
scala,HumanEval_157_right_angle_triangle,incoder,transform,0.00,NA,NA
swift,HumanEval_39_prime_fib,incoder,reworded,0.00,0.00,0.00
r,HumanEval_45_triangle_area,davinci,transform,1.00,NA,NA
jl,HumanEval_71_triangle_area,davinci,remove,0.47,NA,NA
rs,HumanEval_5_intersperse,incoder,remove,0.00,NA,NA
jl,HumanEval_163_generate_integers,incoder,remove,0.00,NA,NA
swift,HumanEval_116_sort_array,davinci,remove,0.72,NA,NA
jl,HumanEval_3_below_zero,davinci,remove,1.00,NA,NA
d,HumanEval_141_file_name_check,davinci,reworded,0.02,0.00,0.00
sh,HumanEval_148_bf,davinci,reworded,0.00,0.00,0.00
php,HumanEval_58_common,davinci,keep,0.70,NA,NA
rkt,HumanEval_86_anti_shuffle,davinci,transform,0.00,NA,NA
js,HumanEval_122_add_elements,davinci,reworded,0.97,1.00,1.00
lua,HumanEval_127_intersection,davinci,reworded,0.01,0.23,0.97
ts,HumanEval_28_concatenate,incoder,keep,0.91,NA,NA
cs,HumanEval_12_longest,incoder,reworded,0.00,0.00,0.00
js,HumanEval_62_derivative,davinci,remove,1.00,NA,NA
js,HumanEval_5_intersperse,davinci,reworded,0.81,1.00,1.00
rkt,HumanEval_20_find_closest_elements,davinci,keep,0.06,NA,NA
ts,HumanEval_37_sort_even,davinci,reworded,0.27,0.71,1.00
js,HumanEval_153_Strongest_Extension,incoder,reworded,0.00,0.00,0.00
php,HumanEval_108_count_nums,incoder,reworded,0.00,0.00,0.00
ts,HumanEval_78_hex_key,davinci,remove,0.24,NA,NA
cs,HumanEval_53_add,davinci,remove,0.98,NA,NA
go,HumanEval_56_correct_bracketing,incoder,remove,0.00,NA,NA
r,HumanEval_43_pairs_sum_to_zero,davinci,reworded,0.22,0.99,1.00
pl,HumanEval_5_intersperse,davinci,reworded,0.24,0.99,1.00
rb,HumanEval_68_pluck,incoder,keep,0.00,NA,NA
java,HumanEval_95_check_dict_case,incoder,remove,0.00,NA,NA
sh,HumanEval_149_sorted_list_sum,incoder,remove,0.00,NA,NA
js,HumanEval_64_vowels_count,davinci,keep,0.00,NA,NA
rb,HumanEval_152_compare,incoder,keep,0.01,NA,NA
go,HumanEval_63_fibfib,incoder,remove,0.23,NA,NA
swift,HumanEval_2_truncate_number,incoder,transform,0.14,NA,NA
java,HumanEval_148_bf,davinci,remove,0.97,NA,NA
r,HumanEval_114_minSubArraySum,incoder,remove,0.00,NA,NA
jl,HumanEval_0_has_close_elements,incoder,remove,0.01,NA,NA
rs,HumanEval_97_multiply,davinci,keep,0.28,NA,NA
r,HumanEval_106_f,incoder,remove,0.00,NA,NA
cs,HumanEval_135_can_arrange,incoder,reworded,0.00,0.19,0.94
scala,HumanEval_10_make_palindrome,incoder,remove,0.00,NA,NA
py,HumanEval_161_solve,davinci,keep,0.44,NA,NA
js,HumanEval_18_how_many_times,davinci,keep,0.94,NA,NA
r,HumanEval_153_Strongest_Extension,davinci,reworded,0.05,0.64,1.00
r,HumanEval_81_numerical_letter_grade,incoder,keep,0.00,NA,NA
d,HumanEval_122_add_elements,davinci,reworded,0.96,0.90,1.00
js,HumanEval_74_total_match,incoder,keep,0.00,NA,NA
cs,HumanEval_42_incr_list,davinci,transform,0.00,NA,NA
d,HumanEval_67_fruit_distribution,incoder,reworded,0.00,0.00,0.00
py,HumanEval_104_unique_digits,incoder,keep,0.00,NA,NA
lua,HumanEval_90_next_smallest,davinci,keep,0.01,NA,NA
pl,HumanEval_82_prime_length,davinci,keep,0.00,NA,NA
cpp,HumanEval_143_words_in_sentence,davinci,transform,0.01,NA,NA
cpp,HumanEval_16_count_distinct_characters,incoder,remove,0.00,NA,NA
js,HumanEval_29_filter_by_prefix,davinci,transform,1.00,NA,NA
sh,HumanEval_140_fix_spaces,incoder,transform,0.00,NA,NA
rkt,HumanEval_40_triples_sum_to_zero,davinci,reworded,0.00,0.10,0.75
py,HumanEval_26_remove_duplicates,davinci,remove,0.00,NA,NA
ts,HumanEval_149_sorted_list_sum,incoder,transform,0.00,NA,NA
js,HumanEval_82_prime_length,davinci,keep,0.31,NA,NA
r,HumanEval_107_even_odd_palindrome,davinci,remove,0.00,NA,NA
pl,HumanEval_101_words_string,incoder,transform,0.00,NA,NA
py,HumanEval_39_prime_fib,incoder,remove,0.00,NA,NA
jl,HumanEval_113_odd_count,incoder,transform,0.00,NA,NA
cpp,HumanEval_157_right_angle_triangle,incoder,remove,0.00,NA,NA
cs,HumanEval_105_by_length,incoder,keep,0.00,NA,NA
sh,HumanEval_15_string_sequence,davinci,remove,0.38,NA,NA
js,HumanEval_125_split_words,incoder,keep,0.00,NA,NA
py,HumanEval_109_move_one_ball,incoder,remove,0.01,NA,NA
pl,HumanEval_79_decimal_to_binary,incoder,reworded,0.00,0.00,0.00
js,HumanEval_133_sum_squares,davinci,remove,1.00,NA,NA
sh,HumanEval_15_string_sequence,incoder,remove,0.60,NA,NA
lua,HumanEval_69_search,incoder,keep,0.00,NA,NA
java,HumanEval_129_minPath,davinci,reworded,0.00,0.00,0.00
r,HumanEval_116_sort_array,davinci,reworded,0.00,0.00,0.00
rb,HumanEval_18_how_many_times,davinci,reworded,0.22,1.00,1.00
js,HumanEval_13_greatest_common_divisor,davinci,remove,1.00,NA,NA
rkt,HumanEval_36_fizz_buzz,davinci,reworded,0.00,0.05,0.50
js,HumanEval_43_pairs_sum_to_zero,incoder,remove,0.49,NA,NA
sh,HumanEval_11_string_xor,incoder,remove,0.00,NA,NA
py,HumanEval_110_exchange,davinci,reworded,0.02,0.68,1.00
rs,HumanEval_31_is_prime,davinci,remove,0.95,NA,NA
scala,HumanEval_115_max_fill,davinci,reworded,0.01,0.14,0.88
cs,HumanEval_106_f,incoder,remove,0.00,NA,NA
pl,HumanEval_162_string_to_md5,davinci,remove,0.00,NA,NA
py,HumanEval_1_separate_paren_groups,incoder,keep,0.02,NA,NA
r,HumanEval_5_intersperse,davinci,reworded,0.14,0.99,1.00
rkt,HumanEval_44_change_base,incoder,remove,0.00,NA,NA
go,HumanEval_123_get_odd_collatz,davinci,transform,0.00,NA,NA
d,HumanEval_69_search,incoder,transform,0.00,NA,NA
js,HumanEval_55_fib,incoder,remove,0.74,NA,NA
scala,HumanEval_109_move_one_ball,incoder,remove,0.00,NA,NA
ts,HumanEval_95_check_dict_case,davinci,keep,0.03,NA,NA
d,HumanEval_99_closest_integer,davinci,remove,0.00,NA,NA
pl,HumanEval_0_has_close_elements,davinci,reworded,0.09,0.88,1.00
rs,HumanEval_116_sort_array,davinci,transform,0.00,NA,NA
java,HumanEval_34_unique,incoder,reworded,0.12,0.95,1.00
r,HumanEval_29_filter_by_prefix,davinci,keep,0.02,NA,NA
rkt,HumanEval_144_simplify,incoder,remove,0.00,NA,NA
rb,HumanEval_126_is_sorted,incoder,keep,0.00,NA,NA
pl,HumanEval_82_prime_length,incoder,reworded,0.00,0.00,0.00
lua,HumanEval_59_largest_prime_factor,davinci,transform,0.91,NA,NA
cpp,HumanEval_46_fib4,davinci,reworded,0.29,1.00,1.00
php,HumanEval_107_even_odd_palindrome,davinci,keep,0.01,NA,NA
swift,HumanEval_12_longest,davinci,keep,0.46,NA,NA
py,HumanEval_64_vowels_count,davinci,transform,0.02,NA,NA
jl,HumanEval_31_is_prime,davinci,transform,0.99,NA,NA
sh,HumanEval_18_how_many_times,davinci,reworded,0.17,0.86,1.00
php,HumanEval_75_is_multiply_prime,davinci,remove,0.50,NA,NA
rs,HumanEval_163_generate_integers,davinci,remove,0.00,NA,NA
go,HumanEval_153_Strongest_Extension,incoder,remove,0.00,NA,NA
jl,HumanEval_63_fibfib,davinci,keep,0.99,NA,NA
go,HumanEval_127_intersection,davinci,transform,0.01,NA,NA
java,HumanEval_18_how_many_times,incoder,remove,0.16,NA,NA
go,HumanEval_53_add,incoder,transform,1.00,NA,NA
jl,HumanEval_80_is_happy,incoder,remove,0.00,NA,NA
sh,HumanEval_43_pairs_sum_to_zero,davinci,transform,0.22,NA,NA
jl,HumanEval_6_parse_nested_parens,davinci,reworded,0.30,0.97,1.00
py,HumanEval_34_unique,davinci,keep,1.00,NA,NA
scala,HumanEval_102_choose_num,incoder,remove,0.00,NA,NA
jl,HumanEval_70_strange_sort_list,davinci,reworded,0.03,0.47,1.00
scala,HumanEval_4_mean_absolute_deviation,davinci,reworded,0.99,1.00,1.00
lua,HumanEval_134_check_if_last_char_is_a_letter,incoder,reworded,0.00,0.00,0.00
jl,HumanEval_97_multiply,incoder,reworded,0.00,0.00,0.00
jl,HumanEval_35_max_element,davinci,reworded,0.99,1.00,1.00
rkt,HumanEval_6_parse_nested_parens,davinci,reworded,0.01,0.00,0.00
ts,HumanEval_98_count_upper,davinci,keep,0.02,NA,NA
py,HumanEval_0_has_close_elements,davinci,transform,1.00,NA,NA
js,HumanEval_45_triangle_area,davinci,transform,1.00,NA,NA
swift,HumanEval_151_double_the_difference,davinci,transform,0.77,NA,NA
rs,HumanEval_90_next_smallest,davinci,keep,0.83,NA,NA
lua,HumanEval_36_fizz_buzz,davinci,remove,0.32,NA,NA
scala,HumanEval_40_triples_sum_to_zero,davinci,keep,0.44,NA,NA
go,HumanEval_82_prime_length,incoder,reworded,0.00,0.05,0.50
cpp,HumanEval_67_fruit_distribution,incoder,keep,0.00,NA,NA
rs,HumanEval_55_fib,davinci,keep,1.00,NA,NA
pl,HumanEval_48_is_palindrome,incoder,keep,0.71,NA,NA
r,HumanEval_5_intersperse,davinci,transform,0.00,NA,NA
cpp,HumanEval_85_add,davinci,keep,0.99,NA,NA
rs,HumanEval_133_sum_squares,incoder,remove,0.00,NA,NA
swift,HumanEval_1_separate_paren_groups,incoder,remove,0.00,NA,NA
lua,HumanEval_159_eat,davinci,reworded,0.08,0.84,1.00
